dex number,pokemon,Information links,Location,picture location ,location_html
165,Mantine,https://www.serebii.net//pokedex-swsh/mantine/,Cobalt Coastlands: Tranquility Cove or nearbyCobalt Coastlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/226.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/tranquilitycove.shtml"">Tranquility Cove</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
166,Basculin,https://www.serebii.net//pokedex-swsh/basculin/,"Cobalt Coastlands: Tranquility Cove (Female Only)Cobalt Coastlands: Islespy Shore (Male Only)Coronet Highlands: Fabled Spring or nearbyAlabaster Icelands: Lake Acuity, Heart's Crag or nearbyCobalt Coastlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/550-w.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/tranquilitycove.shtml"">Tranquility Cove</a> (Female Only)<br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/islespyshore.shtml"">Islespy Shore</a> (Male Only)<br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/fabledspring.shtml"">Fabled Spring</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/lakeacuity.shtml"">Lake Acuity</a>, <a href=""/pokearth/hisui/heart'scrag.shtml"">Heart's Crag</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
167,Basculegion,https://www.serebii.net//pokedex-swsh/basculegion/, Cobalt Coastlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/902.png,"<td class=""fooinfo""> <br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
168,Vulpix,https://www.serebii.net//pokedex-swsh/vulpix/,Cobalt Coastlands: Veilstone Cape or nearbyCobalt Coastlands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/037.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/veilstonecape.shtml"">Veilstone Cape</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
169,Ninetales,https://www.serebii.net//pokedex-swsh/ninetales/,Cobalt Coastlands: Firespit Island or nearbyCobalt Coastlands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/038.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/firespitisland.shtml"">Firespit Island</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
170,Tentacool,https://www.serebii.net//pokedex-swsh/tentacool/,"Cobalt Coastlands: Lunker's Lair, Seagrass Haven, Islespy Shore or nearbyCobalt Coastlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/072.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/lunker'slair.shtml"">Lunker's Lair</a>, <a href=""/pokearth/hisui/seagrasshaven.shtml"">Seagrass Haven</a>, <a href=""/pokearth/hisui/islespyshore.shtml"">Islespy Shore</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
171,Tentacruel,https://www.serebii.net//pokedex-swsh/tentacruel/,"Cobalt Coastlands: Lunker's Lair, Seagrass Haven, Islespy Shore or nearbyCobalt Coastlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/073.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/lunker'slair.shtml"">Lunker's Lair</a>, <a href=""/pokearth/hisui/seagrasshaven.shtml"">Seagrass Haven</a>, <a href=""/pokearth/hisui/islespyshore.shtml"">Islespy Shore</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
172,Finneon,https://www.serebii.net//pokedex-swsh/finneon/,Cobalt Coastlands: Seagrass Haven or nearbyCobalt Coastlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/456.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/seagrasshaven.shtml"">Seagrass Haven</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
173,Lumineon,https://www.serebii.net//pokedex-swsh/lumineon/,Cobalt Coastlands: Seagrass Haven or nearbyCobalt Coastlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/457.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/seagrasshaven.shtml"">Seagrass Haven</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
174,Magby,https://www.serebii.net//pokedex-swsh/magby/,Cobalt Coastlands: Firespit Island or nearbyCobalt Coastlands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/240.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/firespitisland.shtml"">Firespit Island</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
175,Magmar,https://www.serebii.net//pokedex-swsh/magmar/,Cobalt Coastlands: Firespit Island or nearbyCobalt Coastlands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/126.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/firespitisland.shtml"">Firespit Island</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
176,Magmortar,https://www.serebii.net//pokedex-swsh/magmortar/,Coronet Highlands: Space-time Distortion in Coronet Highlands or nearbyCobalt Coastlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/467.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/coronethighlands.shtml"">Space-time Distortion in Coronet Highlands</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
177,Magnemite,https://www.serebii.net//pokedex-swsh/magnemite/,Cobalt Coastlands: Space-time Distortion in Cobalt Coastlands or nearby,https://www.serebii.net//legendsarceus/pokemon/small/081.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/cobaltcoastlands.shtml"">Space-time Distortion in Cobalt Coastlands</a> <i>or nearby</i></td>"
178,Magneton,https://www.serebii.net//pokedex-swsh/magneton/,Cobalt Coastlands: Space-time Distortion in Cobalt Coastlands or nearby,https://www.serebii.net//legendsarceus/pokemon/small/082.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/cobaltcoastlands.shtml"">Space-time Distortion in Cobalt Coastlands</a> <i>or nearby</i></td>"
179,Magnezone,https://www.serebii.net//pokedex-swsh/magnezone/,"Coronet Highlands: Celestica Trail, Fabled Spring , Clamberclaw Cliffs or nearby",https://www.serebii.net//legendsarceus/pokemon/small/462.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/celesticatrail.shtml"">Celestica Trail</a>, <a href=""/pokearth/hisui/fabledspring.shtml"">Fabled Spring </a>, <a href=""/pokearth/hisui/clamberclawcliffs.shtml"">Clamberclaw Cliffs</a> <i>or nearby</i></td>"
180,Bronzor,https://www.serebii.net//pokedex-swsh/bronzor/,"Coronet Highlands: Ancient Quarry, Clamberclaw Cliffs, Stonetooth Rows, Celestica Ruins or nearbyAlabaster Icelands: Lake Acuity, Snowpoint Temple or nearbyCrimson Mirelands: Massive Mass OutbreakCoronet Highlands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/436.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/ancientquarry.shtml"">Ancient Quarry</a>, <a href=""/pokearth/hisui/clamberclawcliffs.shtml"">Clamberclaw Cliffs</a>, <a href=""/pokearth/hisui/stonetoothrows.shtml"">Stonetooth Rows</a>, <a href=""/pokearth/hisui/celesticaruins.shtml"">Celestica Ruins</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/lakeacuity.shtml"">Lake Acuity</a>, <a href=""/pokearth/hisui/snowpointtemple.shtml"">Snowpoint Temple</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
181,Bronzong,https://www.serebii.net//pokedex-swsh/bronzong/,"Coronet Highlands: Ancient Quarry, Clamberclaw Cliffs, Stonetooth Rows, Celestica Ruins or nearbyAlabaster Icelands: Lake Acuity, Snowpoint Temple or nearbyCrimson Mirelands: Massive Mass OutbreakCoronet Highlands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/437.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/ancientquarry.shtml"">Ancient Quarry</a>, <a href=""/pokearth/hisui/clamberclawcliffs.shtml"">Clamberclaw Cliffs</a>, <a href=""/pokearth/hisui/stonetoothrows.shtml"">Stonetooth Rows</a>, <a href=""/pokearth/hisui/celesticaruins.shtml"">Celestica Ruins</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/lakeacuity.shtml"">Lake Acuity</a>, <a href=""/pokearth/hisui/snowpointtemple.shtml"">Snowpoint Temple</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
182,Elekid,https://www.serebii.net//pokedex-swsh/elekid/,"Coronet Highlands: Cloudcap Pass or nearbyAlabaster Icelands: Arena's Approach, Icebound Falls or nearbyCoronet Highlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/239.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/cloudcappass.shtml"">Cloudcap Pass</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/arena'sapproach.shtml"">Arena's Approach</a>, <a href=""/pokearth/hisui/iceboundfalls.shtml"">Icebound Falls</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a></td>"
183,Electabuzz,https://www.serebii.net//pokedex-swsh/electabuzz/,"Coronet Highlands: Cloudcap Pass or nearbyAlabaster Icelands: Arena's Approach, Icebound Falls or nearbyCoronet Highlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/125.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/cloudcappass.shtml"">Cloudcap Pass</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/arena'sapproach.shtml"">Arena's Approach</a>, <a href=""/pokearth/hisui/iceboundfalls.shtml"">Icebound Falls</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a></td>"
184,Electivire,https://www.serebii.net//pokedex-swsh/electivire/,Coronet Highlands: Cloudcap Pass or nearbyCoronet Highlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/466.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/cloudcappass.shtml"">Cloudcap Pass</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a></td>"
185,Gligar,https://www.serebii.net//pokedex-swsh/gligar/,"Coronet Highlands: Clamberclaw Cliffs, Celestica Ruins, Cloudcap Pass, Primeval Grotto or nearbyAlabaster Icelands: Glacier Terrace, Arena's Approach or nearbyCoronet Highlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/207.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/clamberclawcliffs.shtml"">Clamberclaw Cliffs</a>, <a href=""/pokearth/hisui/celesticaruins.shtml"">Celestica Ruins</a>, <a href=""/pokearth/hisui/cloudcappass.shtml"">Cloudcap Pass</a>, <a href=""/pokearth/hisui/primevalgrotto.shtml"">Primeval Grotto</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/glacierterrace.shtml"">Glacier Terrace</a>, <a href=""/pokearth/hisui/arena'sapproach.shtml"">Arena's Approach</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a></td>"
186,Gliscor,https://www.serebii.net//pokedex-swsh/gliscor/,Coronet Highlands: Primeval Grotto or nearbyCoronet Highlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/472.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/primevalgrotto.shtml"">Primeval Grotto</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a></td>"
187,Gible,https://www.serebii.net//pokedex-swsh/gible/,"Coronet Highlands: Wayward Cave, Clamberclaw Cliffs or nearbyAlabaster Icelands: Avalanche Slopes or nearbyCoronet Highlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/443.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/waywardcave.shtml"">Wayward Cave</a>, <a href=""/pokearth/hisui/clamberclawcliffs.shtml"">Clamberclaw Cliffs</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/avalancheslopes.shtml"">Avalanche Slopes</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a></td>"
188,Gabite,https://www.serebii.net//pokedex-swsh/gabite/,Coronet Highlands: Clamberclaw Cliffs or nearbyAlabaster Icelands: Avalanche Slopes or nearbyCoronet Highlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/444.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/clamberclawcliffs.shtml"">Clamberclaw Cliffs</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/avalancheslopes.shtml"">Avalanche Slopes</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a></td>"
189,Garchomp,https://www.serebii.net//pokedex-swsh/garchomp/,Alabaster Icelands: Avalanche Slopes or nearbyCoronet Highlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/445.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/avalancheslopes.shtml"">Avalanche Slopes</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a></td>"
190,Nosepass,https://www.serebii.net//pokedex-swsh/nosepass/,"Coronet Highlands: Celestica Ruins, Primeval Grotto or nearbyCoronet Highlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/299.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/celesticaruins.shtml"">Celestica Ruins</a>, <a href=""/pokearth/hisui/primevalgrotto.shtml"">Primeval Grotto</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a></td>"
191,Probopass,https://www.serebii.net//pokedex-swsh/probopass/,Coronet Highlands: Primeval Grotto or nearbyCoronet Highlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/476.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/primevalgrotto.shtml"">Primeval Grotto</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a></td>"
192,Voltorb,https://www.serebii.net//pokedex-swsh/voltorb/,Coronet Highlands: Sacred Plaza or nearbyCoronet Highlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/100-h.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/sacredplaza.shtml"">Sacred Plaza</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a></td>"
193,Electrode,https://www.serebii.net//pokedex-swsh/electrode/, Coronet Highlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/101-h.png,"<td class=""fooinfo""> <br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a></td>"
194,Rotom,https://www.serebii.net//pokedex-swsh/rotom/,"Coronet Highlands: Stonetooth Rows, Sacred Plaza or nearbyCoronet Highlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/479.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/stonetoothrows.shtml"">Stonetooth Rows</a>, <a href=""/pokearth/hisui/sacredplaza.shtml"">Sacred Plaza</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a></td>"
195,Chingling,https://www.serebii.net//pokedex-swsh/chingling/,Coronet Highlands: Sacred Plaza or nearbyAlabaster Icelands: Lake Acuity or nearbyCoronet Highlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/433.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/sacredplaza.shtml"">Sacred Plaza</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/lakeacuity.shtml"">Lake Acuity</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a></td>"
196,Chimecho,https://www.serebii.net//pokedex-swsh/chimecho/,Coronet Highlands: Celestica Trail or nearbyAlabaster Icelands: Lake Acuity or nearbyCoronet Highlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/358.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/celesticatrail.shtml"">Celestica Trail</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/lakeacuity.shtml"">Lake Acuity</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a></td>"
197,Misdreavus,https://www.serebii.net//pokedex-swsh/misdreavus/,"Coronet Highlands: Stonetooth Rows, Sacred Plaza, Celestica Ruins or nearbyCoronet Highlands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/200.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/stonetoothrows.shtml"">Stonetooth Rows</a>, <a href=""/pokearth/hisui/sacredplaza.shtml"">Sacred Plaza</a>, <a href=""/pokearth/hisui/celesticaruins.shtml"">Celestica Ruins</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
198,Mismagius,https://www.serebii.net//pokedex-swsh/mismagius/,Coronet Highlands: Stonetooth Rows or nearbyCoronet Highlands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/429.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/stonetoothrows.shtml"">Stonetooth Rows</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
199,Cleffa,https://www.serebii.net//pokedex-swsh/cleffa/,Coronet Highlands: Fabled Spring or nearbyCobalt Coastlands: Massive Mass OutbreakCoronet Highlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/173.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/fabledspring.shtml"">Fabled Spring</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a></td>"
200,Clefairy,https://www.serebii.net//pokedex-swsh/clefairy/,Coronet Highlands: Fabled Spring or nearbyCobalt Coastlands: Massive Mass OutbreakCoronet Highlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/035.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/fabledspring.shtml"">Fabled Spring</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a></td>"
201,Clefable,https://www.serebii.net//pokedex-swsh/clefable/,Coronet Highlands: Fabled Spring or nearbyCoronet Highlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/036.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/fabledspring.shtml"">Fabled Spring</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a></td>"
